,Unnamed: 0.1,Unnamed: 0,aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_raw_affiliation,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name,isMinority_2020,isMinority_2022,Type2020,Type2022,MSI Type2020,MSI Type2022,full_name,gender
252,22726,2418,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Assistant Professor, Department of Pediatrics, University of Washington School of Medicine, Seattle, Washington; Harborview Medical Center, Seattle, Washington; Seattle Children's Hospital, Seattle, Washington.",Washington,US-WA,pub.1072568331,ur.01345507177.29,Mary A,King,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Mary A King,female
253,22739,2431,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of anesthesiology and pain medicine, university of Washington school medicine, Harborview medical center, Box 359724, 325 Ninth Avenue, Seattle, WA 98104, États-Unis; Laboratoire de pharmacie galénique et biopharmacie, université de Rennes 1, 2, avenue Pr Léon-Bernard, 35043 Rennes, France. Electronic address: estebe@uw.edu.",Washington,US-WA,pub.1004927306,ur.0636313337.77,J-P,Estebe,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,J-P Estebe,
254,22742,2434,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of anesthesiology and pain medicine, university of Washington school medicine, Harborview medical center, Box 359724, 325 Ninth Avenue, Seattle, WA 98104, États-Unis.",Washington,US-WA,pub.1004927306,ur.0702437656.09,M,Treggiari,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,M Treggiari,
255,22744,2436,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of anesthesiology and pain medicine, university of Washington school medicine, Harborview medical center, Box 359724, 325 Ninth Avenue, Seattle, WA 98104, États-Unis.",Washington,US-WA,pub.1004927306,ur.0621017402.33,P,Richebe,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,P Richebe,
256,22746,2438,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of anesthesiology and pain medicine, university of Washington school medicine, Harborview medical center, Box 359724, 325 Ninth Avenue, Seattle, WA 98104, États-Unis.",Washington,US-WA,pub.1004927306,ur.0760652653.55,A,Joffe,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,A Joffe,
258,22970,2662,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Department of Radiation Oncology, University of California Davis, Sacramento, CA, USA",California,US-CA,pub.1008167966,ur.0626736547.83,Sunita,Boddu,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Sunita Boddu,female
259,23280,2972,Atlanta,4180439.0,United States,US,grid.256304.6,Georgia State University,"Department of Computer Science, Georgia State University, Atlanta, GA 30302-4110, USA",Georgia,US-GA,pub.1048429543,ur.01075367324.27,Min,Li,Georgia State University,Georgia State University,Pub 4yr,Public 4yr,AANAPISI & PBI,AANAPISI,Min Li,male
262,23839,264,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Statistics Consulting Laboratory, BIO5 Institute, The University of Arizona, Tucson, AZ.",Arizona,US-AZ,pub.1145939321,ur.014663755024.95,Julia M,Fisher,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Julia M Fisher,female
263,23840,265,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Emergency Medicine, The University of Arizona College of Medicine, Tucson, AZ.",Arizona,US-AZ,pub.1145939321,ur.0656530652.19,Jarrod M,Mosier,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Jarrod M Mosier,male
268,24109,534,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"University of Washington, Tacoma, WA, USA.",Washington,US-WA,pub.1135102211,ur.011647310477.42,Julia,Eaton,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Julia Eaton,female
269,24114,539,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of Biostatistics, University of Washington, Seattle, WA, USA.",Washington,US-WA,pub.1135102211,ur.07770220467.20,Elizabeth R.,Brown,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Elizabeth R. Brown,female
270,24174,599,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Department of Neurology, University of California, Irvine, Irvine, CA, United States",California,US-CA,pub.1134586896,ur.015123176423.00,Yongcheng,Li,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Yongcheng Li,male
271,24175,600,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Department of Biomedical Engineering, University of California, Irvine, Irvine, CA, United States",California,US-CA,pub.1134586896,ur.01016334154.34,Po T.,Wang,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Po T. Wang,male
272,24188,613,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Department of Neurology, University of California, Irvine, Irvine, CA, United States",California,US-CA,pub.1134586896,ur.013166711677.69,An,H.,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,An H.,female
273,24700,1125,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Rheumatology, Allergy and Clinical Immunology, University of California, 451 Health Science Drive, Suite 6510, 95616, Davis, CA, USA",California,US-CA,pub.1120656710,ur.014205761237.30,Junmin,Song,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Junmin Song,male
274,24702,1127,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Gastroenterology and Hepatology, University of California, 451 Health Sciences Drive, Suite 6510, 95616, Davis, CA, USA",California,US-CA,pub.1120656710,ur.01107761170.71,Christopher L.,Bowlus,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Christopher L. Bowlus,male
275,24703,1128,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Rheumatology, Allergy and Clinical Immunology, University of California, 451 Health Science Drive, Suite 6510, 95616, Davis, CA, USA",California,US-CA,pub.1120656710,ur.013035426704.42,GuoXiang,Yang,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,GuoXiang Yang,None
276,24704,1129,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Rheumatology, Allergy and Clinical Immunology, University of California, 451 Health Science Drive, Suite 6510, 95616, Davis, CA, USA",California,US-CA,pub.1120656710,ur.010270225732.16,Patrick S. C.,Leung,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Patrick S. C. Leung,male
277,24705,1130,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Rheumatology, Allergy and Clinical Immunology, University of California, 451 Health Science Drive, Suite 6510, 95616, Davis, CA, USA",California,US-CA,pub.1120656710,ur.011316343417.06,M. Eric,Gershwin,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,M. Eric Gershwin,
278,24793,1218,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Division of Pediatric Neurology, University of Washington, Seattle Children's Hospital, Seattle, WA.",Washington,US-WA,pub.1112513704,ur.01273615503.22,Mark S,Wainwright,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Mark S Wainwright,male
279,25078,1503,Houston,4699066.0,United States,US,grid.266436.3,University of Houston,"Department of Psychology, University of Houston",Texas,US-TX,pub.1091083403,ur.0666435614.05,Lorra,Garey,University of Houston,University of Houston,Pub 4yr,Public 4yr,AANAPISI & HSI,AANAPISI,Lorra Garey,female
280,25079,1504,Houston,4699066.0,United States,US,grid.266436.3,University of Houston,"Department of Psychology, University of Houston",Texas,US-TX,pub.1091083403,ur.014550710065.45,Kara,Manning,University of Houston,University of Houston,Pub 4yr,Public 4yr,AANAPISI & HSI,AANAPISI,Kara Manning,female
281,25080,1505,Houston,4699066.0,United States,US,grid.266436.3,University of Houston,"Department of Psychology, University of Houston",Texas,US-TX,pub.1091083403,ur.01301557125.17,Charles,Jardin,University of Houston,University of Houston,Pub 4yr,Public 4yr,AANAPISI & HSI,AANAPISI,Charles Jardin,male
282,25085,1510,Houston,4699066.0,United States,US,grid.266436.3,University of Houston,"Department of Psychology, University of Houston",Texas,US-TX,pub.1091083403,ur.01004713575.55,Clayton,Neighbors,University of Houston,University of Houston,Pub 4yr,Public 4yr,AANAPISI & HSI,AANAPISI,Clayton Neighbors,male
283,25087,1512,Houston,4699066.0,United States,US,grid.266436.3,University of Houston,"Department of Psychology, University of Houston, and Department of Psychiatry and Behavioral Sciences, University of Texas Health Science Center",Texas,US-TX,pub.1091083403,ur.01220521060.23,Michael J.,Zvolensky,University of Houston,University of Houston,Pub 4yr,Public 4yr,AANAPISI & HSI,AANAPISI,Michael J. Zvolensky,male
284,25332,1757,Chicago,4887398.0,United States,US,grid.185648.6,University of Illinois at Chicago,"School of Public Health, University of Illinois at Chicago, Chicago, IL, USA",Illinois,US-IL,pub.1090613052,ur.0750110553.07,Rachael M.,Jones,University of Illinois at Chicago,Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Rachael M. Jones,female
285,25333,1758,Chicago,4887398.0,United States,US,grid.185648.6,University of Illinois at Chicago,"School of Public Health, University of Illinois at Chicago, Chicago, IL, USA",Illinois,US-IL,pub.1090613052,ur.0661062260.24,Yulin,Xia,University of Illinois at Chicago,Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Yulin Xia,female
287,26148,2573,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"Institute for Health Informatics, University of Minnesota , Minneapolis.",Minnesota,US-MN,pub.1072527207,ur.0736623030.97,D,Pieczkiewicz,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,D Pieczkiewicz,
288,26604,3029,Chicago,4887398.0,United States,US,grid.185648.6,University of Illinois at Chicago,"Department of Orthodontics, College of Dentistry, University of Illinois at Chicago, Chicago, IL, USA",Illinois,US-IL,pub.1031477748,ur.01020034006.21,Grace C.,Viana,University of Illinois at Chicago,Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Grace C. Viana,female
289,26605,3030,Chicago,4887398.0,United States,US,grid.185648.6,University of Illinois at Chicago,"Department of Orthodontics, College of Dentistry, University of Illinois at Chicago, Chicago, IL, USA",Illinois,US-IL,pub.1031477748,ur.01256064566.83,Maria T.,Galang,University of Illinois at Chicago,Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Maria T. Galang,female
290,26734,3159,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"University of Washington School of Pharmacy, Department of Pharmaceutics (J.D.L., N.I.), Seattle, WA, USA, ni2@uw.edu",Washington,US-WA,pub.1013808122,ur.0760533163.54,Justin D,Lutz,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Justin D Lutz,male
291,26735,3160,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"University of Washington School of Pharmacy, Department of Pharmaceutics (J.D.L., N.I.), Seattle, WA, USA, ni2@uw.edu",Washington,US-WA,pub.1013808122,ur.0640122544.72,Nina,Isoherranen,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Nina Isoherranen,female
292,26798,3223,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"The Hormel Institute, University of Minnesota, Austin, Minnesota, United States",Minnesota,US-MN,pub.1055402712,ur.010440111047.53,Yan,Li,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Yan Li,male
293,26799,3224,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"The Hormel Institute, University of Minnesota, Austin, Minnesota, United States",Minnesota,US-MN,pub.1055402712,ur.014235044164.21,Dong Joon,Kim,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Dong Joon Kim,male
294,26800,3225,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"The Hormel Institute, University of Minnesota, Austin, Minnesota, United States",Minnesota,US-MN,pub.1055402712,ur.011040515067.00,Weiya,Ma,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Weiya Ma,female
295,26802,3227,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"The Hormel Institute, University of Minnesota, Austin, Minnesota, United States",Minnesota,US-MN,pub.1055402712,ur.01070122131.78,Ann M.,Bode,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Ann M. Bode,female
296,26803,3228,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"The Hormel Institute, University of Minnesota, Austin, Minnesota, United States",Minnesota,US-MN,pub.1055402712,ur.012560171747.68,Zigang,Dong,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Zigang Dong,male
297,3225,3225,Loma Linda,5367696.0,United States,US,grid.411390.e,Loma Linda University Medical Center,"Faculty of School of Medicine, Loma Linda University Medical Center, Loma Linda, CA, USA, 92350",California,US-CA,pub.1130399762,ur.01243551340.37,Davinder,Ramsingh,Not Minority,Loma Linda University,Not Minority,Private 4yr,Not Minority,AANAPISI,Davinder Ramsingh,male
301,9681,942,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,,Yuan-I,Chen,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Yuan-I Chen,
302,9682,943,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.011321105235.14,Yin-Jui,Chang,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Yin-Jui Chang,
303,9684,945,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.012273122323.02,Trung Duc,Nguyen,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Trung Duc Nguyen,male
304,9685,946,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.010733764453.25,Jianchen,Yang,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Jianchen Yang,
305,9686,947,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.013070502723.32,Yu-An,Kuo,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Yu-An Kuo,
306,9687,948,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.0741176300.64,Soonwoo,Hong,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Soonwoo Hong,male
307,9690,951,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.01164003200.20,H. Grady,Rylander,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,H. Grady Rylander,
308,9691,952,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.011550051507.26,Samantha R.,Santacruz,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Samantha R. Santacruz,female
311,9694,955,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.01312204707.54,Thomas E.,Yankeelov,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Thomas E. Yankeelov,male
316,9700,961,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.0575661003.87,Hsin-Chih,Yeh,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Hsin-Chih Yeh,
318,10444,1705,Storrs,4843786.0,United States,US,grid.63054.34,University of Connecticut,"Biomedical Engineering Department, University of Connecticut, Storrs, CT, 06269, USA",Connecticut,US-CT,pub.1127669878,ur.014273507337.24,Syed Khairul,Bashar,University of Connecticut - Hartford Campus,University of Connecticut-Hartford Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Syed Khairul Bashar,male
319,10445,1706,Storrs,4843786.0,United States,US,grid.63054.34,University of Connecticut,"Biomedical Engineering Department, University of Connecticut, Storrs, CT, 06269, USA",Connecticut,US-CT,pub.1127669878,ur.016314612652.91,Billal,Hossain,University of Connecticut - Hartford Campus,University of Connecticut-Hartford Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Billal Hossain,male
320,10449,1710,Storrs,4843786.0,United States,US,grid.63054.34,University of Connecticut,"Biomedical Engineering Department, University of Connecticut, Storrs, CT, 06269, USA",Connecticut,US-CT,pub.1127669878,ur.011632561277.93,Ki H.,Chon,University of Connecticut - Hartford Campus,University of Connecticut-Hartford Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Ki H. Chon,male
331,13199,823,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Departments of Electrical & Computer Engineering, and Neurology, Dell Medical School, The University of Texas at Austin, Austin, TX",Texas,US-TX,pub.1130400328,ur.01137167041.23,Alan H.,Gee,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Alan H. Gee,male
332,13201,825,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Neurology, Dell Medical School, and the Oden Institute for Computational Engineering and Sciences, The University of Texas at Austin, Austin, TX",Texas,US-TX,pub.1130400328,ur.0711501757.39,David,Paydarfar,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,David Paydarfar,male
334,14975,2599,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Electrical and Computer Engineering, The University of Texas at Austin, 1 University Station C0803, Austin, TX 78712, USA",Texas,US-TX,pub.1026195335,ur.01300057540.42,Natalia M.,Arzeno,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Natalia M. Arzeno,female
335,14978,2602,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Electrical and Computer Engineering, The University of Texas at Austin, 1 University Station C0803, Austin, TX 78712, USA",Texas,US-TX,pub.1026195335,ur.013675136233.64,Haris,Vikalo,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Haris Vikalo,male
336,15891,3515,Storrs,4843786.0,United States,US,grid.63054.34,University of Connecticut,"Department of Anesthesiology, University of Connecticut School of Medicine, 80 Seymour Street, Hartford, CT 06102, USA. jeffkeck09@gmail.com",Connecticut,US-CT,pub.1067733589,ur.0632214746.09,Jeffrey P,Keck,University of Connecticut - Hartford Campus,University of Connecticut-Hartford Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Jeffrey P Keck,male
338,21272,964,College Station,4682464.0,United States,US,grid.264756.4,Texas A&M University,"Department of Entomology, Texas A&M University, College Station, TX, 77843, USA",Texas,US-TX,pub.1121041184,ur.01272131337.51,Keyan,Zhu‐Salzman,Texas A&M University - Corpus Christi,Texas A&M University-Central Texas,Pub 4yr,Public 4yr,HSI,HSI,Keyan Zhu‐Salzman,male
343,22436,2128,Loma Linda,5367696.0,United States,US,grid.411390.e,Loma Linda University Medical Center,"Loma Linda University Medical Center, Loma Linda, CA",California,US-CA,pub.1039125261,ur.0734123434.20,Inhwan J.,Yeo,Not Minority,Loma Linda University,Not Minority,Private 4yr,Not Minority,AANAPISI,Inhwan J. Yeo,male
344,22437,2129,Loma Linda,5367696.0,United States,US,grid.411390.e,Loma Linda University Medical Center,"Loma Linda University Medical Center, Loma Linda, CA",California,US-CA,pub.1039125261,ur.01337400475.71,Anthony,Teran,Not Minority,Loma Linda University,Not Minority,Private 4yr,Not Minority,AANAPISI,Anthony Teran,male
345,22438,2130,Loma Linda,5367696.0,United States,US,grid.411390.e,Loma Linda University Medical Center,"Loma Linda University Medical Center, Loma Linda, CA",California,US-CA,pub.1039125261,ur.0755272643.53,Abiel,Ghebremedhin,Not Minority,Loma Linda University,Not Minority,Private 4yr,Not Minority,AANAPISI,Abiel Ghebremedhin,male
346,22439,2131,Loma Linda,5367696.0,United States,US,grid.411390.e,Loma Linda University Medical Center,"Loma Linda University Medical Center, Loma Linda, CA",California,US-CA,pub.1039125261,,Matt,Johnson,Not Minority,Loma Linda University,Not Minority,Private 4yr,Not Minority,AANAPISI,Matt Johnson,male
347,22440,2132,Loma Linda,5367696.0,United States,US,grid.411390.e,Loma Linda University Medical Center,"Loma Linda University Medical Center, Loma Linda, CA",California,US-CA,pub.1039125261,ur.01271046673.01,Baldev,Patyal,Not Minority,Loma Linda University,Not Minority,Private 4yr,Not Minority,AANAPISI,Baldev Patyal,male
349,22685,2377,College Station,4682464.0,United States,US,grid.264756.4,Texas A&M University,"Department of Electrical Engineering, Texas A&M University, College Station, TX, USA",Texas,US-TX,pub.1061523025,ur.01131065010.51,Jiayi,Jin,Texas A&M University - Corpus Christi,Texas A&M University-Central Texas,Pub 4yr,Public 4yr,HSI,HSI,Jiayi Jin,female
350,22686,2378,College Station,4682464.0,United States,US,grid.264756.4,Texas A&M University,"Department of Electrical Engineering, Texas A&M University, College Station, TX, USA",Texas,US-TX,pub.1061523025,ur.015247452407.27,Edgar,Sánchez-Sinencio,Texas A&M University - Corpus Christi,Texas A&M University-Central Texas,Pub 4yr,Public 4yr,HSI,HSI,Edgar Sánchez-Sinencio,male
354,23501,3193,College Station,4682464.0,United States,US,grid.264756.4,Texas A&M University,"Department of Atmospheric Sciences, Texas A&M University, College Station, TX, USA",Texas,US-TX,pub.1004858131,ur.015647013340.12,Naruki,Hiranuma,Texas A&M University - Corpus Christi,Texas A&M University-Central Texas,Pub 4yr,Public 4yr,HSI,HSI,Naruki Hiranuma,male
355,23502,3194,College Station,4682464.0,United States,US,grid.264756.4,Texas A&M University,"Department of Atmospheric Sciences, Texas A&M University, College Station, TX, USA",Texas,US-TX,pub.1004858131,ur.0647032031.19,Sarah D.,Brooks,Texas A&M University - Corpus Christi,Texas A&M University-Central Texas,Pub 4yr,Public 4yr,HSI,HSI,Sarah D. Brooks,female
356,23503,3195,College Station,4682464.0,United States,US,grid.264756.4,Texas A&M University,"Department of Oceanography, Texas A&M University, College Station, TX, USA",Texas,US-TX,pub.1004858131,ur.01042505607.83,Daniel C.O.,Thornton,Texas A&M University - Corpus Christi,Texas A&M University-Central Texas,Pub 4yr,Public 4yr,HSI,HSI,Daniel C.O. Thornton,male
357,24216,641,Storrs,4843786.0,United States,US,grid.63054.34,University of Connecticut,"Biomedical Engineering Department, University of Connecticut, 06269, Storrs, CT, USA",Connecticut,US-CT,pub.1134524247,ur.011754354277.60,Xu,Zhang,University of Connecticut - Hartford Campus,University of Connecticut-Hartford Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Xu Zhang,male
359,24232,657,Storrs,4843786.0,United States,US,grid.63054.34,University of Connecticut,"Biomedical Engineering Department, University of Connecticut, 06269, Storrs, CT, USA",Connecticut,US-CT,pub.1134524247,ur.01110661204.73,Sabato,Santaniello,University of Connecticut - Hartford Campus,University of Connecticut-Hartford Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Sabato Santaniello,male
367,26593,3018,Storrs,4843786.0,United States,US,grid.63054.34,University of Connecticut,"Department of Computer Science & Engineering, University of Connecticut, 371 Fairfield Road, Storrs, Unit, 2155, 06269-2155, Connecticut, USA",Connecticut,US-CT,pub.1033879570,ur.01067665037.00,Saad,Quader,University of Connecticut - Hartford Campus,University of Connecticut-Hartford Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Saad Quader,male
368,26594,3019,Storrs,4843786.0,United States,US,grid.63054.34,University of Connecticut,"Department of Computer Science & Engineering, University of Connecticut, 371 Fairfield Road, Storrs, Unit, 2155, 06269-2155, Connecticut, USA",Connecticut,US-CT,pub.1033879570,ur.01155773776.53,Chun-Hsi,Huang,University of Connecticut - Hartford Campus,University of Connecticut-Hartford Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Chun-Hsi Huang,
369,27108,3533,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Institute of Cellular and Molecular Biology, Department of Chemistry and Biochemistry, 1 University Station A5300, University of Texas, Austin, TX 78712, USA",Texas,US-TX,pub.1039927291,ur.01025600733.91,Yan,Bai,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Yan Bai,male
370,27109,3534,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Institute of Cellular and Molecular Biology, Department of Chemistry and Biochemistry, 1 University Station A5300, University of Texas, Austin, TX 78712, USA",Texas,US-TX,pub.1039927291,,Beth,Watt,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Beth Watt,female
371,27112,3537,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Institute of Cellular and Molecular Biology, Department of Chemistry and Biochemistry, 1 University Station A5300, University of Texas, Austin, TX 78712, USA",Texas,US-TX,pub.1039927291,ur.01164025403.61,Jon D.,Robertus,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Jon D. Robertus,male
