,Unnamed: 0.1,Unnamed: 0,aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_raw_affiliation,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name,year,gender,gender_ints,income_class,income_class_num,isMinority_2020,isMinority_2022,Type2020,Type2022,MSI Type2020,MSI Type2022,full_name
236,20924,2101,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Integrative Genetics and Genomics Graduate Group, Department of Animal Science, University of California, Davis, California, United States of America",California,US-CA,pub.1005109223,ur.011224530740.24,Tae Hyun,Kim,2015,male,0.0,High income,4.0,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Tae Hyun Kim
237,20925,2102,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Integrative Genetics and Genomics Graduate Group, Department of Animal Science, University of California, Davis, California, United States of America",California,US-CA,pub.1005109223,ur.0730343730.19,Huaijun,Zhou,2015,male,0.0,High income,4.0,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Huaijun Zhou
238,21118,2295,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"School of Nutrition Health Promotion, Arizona State University, USA",Arizona,US-AZ,pub.1007533737,ur.0600672421.13,Glenn A.,Gaesser,2014,male,0.0,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Glenn A. Gaesser
239,21121,2298,New Brunswick,5101717.0,United States,US,grid.430387.b,"Rutgers, The State University of New Jersey","Department of Computer Science, Rutgers University, 110 Frelinghuysen Road, Piscataway, NJ 08854, USA, rtoso@cs.rutgers.edu",New Jersey,US-NJ,pub.1029855295,ur.0731135621.32,Rodrigo Franco,Toso,2014,male,0.0,High income,4.0,"Rutgers, the State University of New Jersey",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Rodrigo Franco Toso
241,21241,2418,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Pediatric Resident, University of Washington School of Medicine, Seattle, Washington; Seattle Children's Hospital, Seattle, Washington.",Washington,US-WA,pub.1072568331,ur.01147743110.38,Katherine,Kenningham,2014,female,1.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Katherine Kenningham
242,21244,2421,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Public Health - Seattle and King County, Seattle, Washington; Affiliate Assistant Professor, Department of Health Services, University of Washington School of Public Health, Seattle, Washington.",Washington,US-WA,pub.1072568331,ur.0702254131.72,Kathryn,Koelemay,2014,female,1.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Kathryn Koelemay
243,21245,2422,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Assistant Professor, Department of Pediatrics, University of Washington School of Medicine, Seattle, Washington; Harborview Medical Center, Seattle, Washington; Seattle Children's Hospital, Seattle, Washington.",Washington,US-WA,pub.1072568331,ur.01345507177.29,Mary A,King,2014,female,1.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Mary A King
244,21258,2435,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of anesthesiology and pain medicine, university of Washington school medicine, Harborview medical center, Box 359724, 325 Ninth Avenue, Seattle, WA 98104, États-Unis; Laboratoire de pharmacie galénique et biopharmacie, université de Rennes 1, 2, avenue Pr Léon-Bernard, 35043 Rennes, France. Electronic address: estebe@uw.edu.",Washington,US-WA,pub.1004927306,ur.0636313337.77,J-P,Estebe,2014,,,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,J-P Estebe
245,21261,2438,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of anesthesiology and pain medicine, university of Washington school medicine, Harborview medical center, Box 359724, 325 Ninth Avenue, Seattle, WA 98104, États-Unis.",Washington,US-WA,pub.1004927306,ur.0702437656.09,M,Treggiari,2014,,,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,M Treggiari
246,21263,2440,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of anesthesiology and pain medicine, university of Washington school medicine, Harborview medical center, Box 359724, 325 Ninth Avenue, Seattle, WA 98104, États-Unis.",Washington,US-WA,pub.1004927306,ur.0621017402.33,P,Richebe,2014,,,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,P Richebe
247,21265,2442,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of anesthesiology and pain medicine, university of Washington school medicine, Harborview medical center, Box 359724, 325 Ninth Avenue, Seattle, WA 98104, États-Unis.",Washington,US-WA,pub.1004927306,ur.0760652653.55,A,Joffe,2014,,,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,A Joffe
249,21492,2669,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Department of Radiation Oncology, University of California Davis, Sacramento, CA, USA",California,US-CA,pub.1008167966,ur.0626736547.83,Sunita,Boddu,2012,female,1.0,High income,4.0,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Sunita Boddu
250,21802,2979,Atlanta,4180439.0,United States,US,grid.256304.6,Georgia State University,"Department of Computer Science, Georgia State University, Atlanta, GA 30302-4110, USA",Georgia,US-GA,pub.1048429543,ur.01075367324.27,Min,Li,2011,male,0.0,High income,4.0,Georgia State University,Georgia State University,Pub 4yr,Public 4yr,AANAPISI & PBI,AANAPISI,Min Li
253,22294,230,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Statistics Consulting Laboratory, BIO5 Institute, The University of Arizona, Tucson, AZ.",Arizona,US-AZ,pub.1145939321,ur.014663755024.95,Julia M,Fisher,2022,female,1.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Julia M Fisher
254,22295,231,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Emergency Medicine, The University of Arizona College of Medicine, Tucson, AZ.",Arizona,US-AZ,pub.1145939321,ur.0656530652.19,Jarrod M,Mosier,2022,male,0.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Jarrod M Mosier
259,22542,500,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"University of Washington, Tacoma, WA, USA.",Washington,US-WA,pub.1135102211,ur.011647310477.42,Julia,Eaton,2021,female,1.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Julia Eaton
260,22547,505,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of Biostatistics, University of Washington, Seattle, WA, USA.",Washington,US-WA,pub.1135102211,ur.07770220467.20,Elizabeth R.,Brown,2021,female,1.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Elizabeth R. Brown
261,22607,565,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Department of Neurology, University of California, Irvine, Irvine, CA, United States",California,US-CA,pub.1134586896,ur.015123176423.00,Yongcheng,Li,2021,male,0.0,High income,4.0,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Yongcheng Li
262,22608,566,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Department of Biomedical Engineering, University of California, Irvine, Irvine, CA, United States",California,US-CA,pub.1134586896,ur.01016334154.34,Po T.,Wang,2021,male,0.0,High income,4.0,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Po T. Wang
263,22621,579,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Department of Neurology, University of California, Irvine, Irvine, CA, United States",California,US-CA,pub.1134586896,ur.013166711677.69,An,H.,2021,female,1.0,High income,4.0,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,An H.
264,23133,1091,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Rheumatology, Allergy and Clinical Immunology, University of California, 451 Health Science Drive, Suite 6510, 95616, Davis, CA, USA",California,US-CA,pub.1120656710,ur.014205761237.30,Junmin,Song,2019,male,0.0,High income,4.0,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Junmin Song
265,23135,1093,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Gastroenterology and Hepatology, University of California, 451 Health Sciences Drive, Suite 6510, 95616, Davis, CA, USA",California,US-CA,pub.1120656710,ur.01107761170.71,Christopher L.,Bowlus,2019,male,0.0,High income,4.0,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Christopher L. Bowlus
266,23136,1094,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Rheumatology, Allergy and Clinical Immunology, University of California, 451 Health Science Drive, Suite 6510, 95616, Davis, CA, USA",California,US-CA,pub.1120656710,ur.013035426704.42,Guoxiang,Yang,2019,male,0.0,High income,4.0,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Guoxiang Yang
267,23137,1095,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Rheumatology, Allergy and Clinical Immunology, University of California, 451 Health Science Drive, Suite 6510, 95616, Davis, CA, USA",California,US-CA,pub.1120656710,ur.010270225732.16,Patrick S. C.,Leung,2019,male,0.0,High income,4.0,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Patrick S. C. Leung
268,23138,1096,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Rheumatology, Allergy and Clinical Immunology, University of California, 451 Health Science Drive, Suite 6510, 95616, Davis, CA, USA",California,US-CA,pub.1120656710,ur.011316343417.06,M. Eric,Gershwin,2019,,,High income,4.0,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,M. Eric Gershwin
269,23226,1184,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Division of Pediatric Neurology, University of Washington, Seattle Children's Hospital, Seattle, WA.",Washington,US-WA,pub.1112513704,ur.01273615503.22,Mark S,Wainwright,2019,male,0.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Mark S Wainwright
270,23511,1469,Houston,4699066.0,United States,US,grid.266436.3,University of Houston,"Department of Psychology, University of Houston",Texas,US-TX,pub.1091083403,ur.0666435614.05,Lorra,Garey,2018,female,1.0,High income,4.0,University of Houston,University of Houston,Pub 4yr,Public 4yr,AANAPISI & HSI,AANAPISI,Lorra Garey
271,23512,1470,Houston,4699066.0,United States,US,grid.266436.3,University of Houston,"Department of Psychology, University of Houston",Texas,US-TX,pub.1091083403,ur.014550710065.45,Kara,Manning,2018,female,1.0,High income,4.0,University of Houston,University of Houston,Pub 4yr,Public 4yr,AANAPISI & HSI,AANAPISI,Kara Manning
272,23513,1471,Houston,4699066.0,United States,US,grid.266436.3,University of Houston,"Department of Psychology, University of Houston",Texas,US-TX,pub.1091083403,ur.01301557125.17,Charles,Jardin,2018,male,0.0,High income,4.0,University of Houston,University of Houston,Pub 4yr,Public 4yr,AANAPISI & HSI,AANAPISI,Charles Jardin
273,23518,1476,Houston,4699066.0,United States,US,grid.266436.3,University of Houston,"Department of Psychology, University of Houston",Texas,US-TX,pub.1091083403,ur.01004713575.55,Clayton,Neighbors,2018,male,0.0,High income,4.0,University of Houston,University of Houston,Pub 4yr,Public 4yr,AANAPISI & HSI,AANAPISI,Clayton Neighbors
274,23520,1478,Houston,4699066.0,United States,US,grid.266436.3,University of Houston,"Department of Psychology, University of Houston, and Department of Psychiatry and Behavioral Sciences, University of Texas Health Science Center",Texas,US-TX,pub.1091083403,ur.01220521060.23,Michael J.,Zvolensky,2018,male,0.0,High income,4.0,University of Houston,University of Houston,Pub 4yr,Public 4yr,AANAPISI & HSI,AANAPISI,Michael J. Zvolensky
275,23765,1723,Chicago,4887398.0,United States,US,grid.185648.6,University of Illinois at Chicago,"School of Public Health, University of Illinois at Chicago, Chicago, IL, USA",Illinois,US-IL,pub.1090613052,ur.0750110553.07,Rachael M.,Jones,2017,female,1.0,High income,4.0,University of Illinois at Chicago,Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Rachael M. Jones
276,23766,1724,Chicago,4887398.0,United States,US,grid.185648.6,University of Illinois at Chicago,"School of Public Health, University of Illinois at Chicago, Chicago, IL, USA",Illinois,US-IL,pub.1090613052,ur.0661062260.24,Yulin,Xia,2017,female,1.0,High income,4.0,University of Illinois at Chicago,Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Yulin Xia
278,24581,2539,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"Institute for Health Informatics, University of Minnesota , Minneapolis.",Minnesota,US-MN,pub.1072527207,ur.0736623030.97,D,Pieczkiewicz,2014,,,High income,4.0,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,D Pieczkiewicz
279,25037,2995,Chicago,4887398.0,United States,US,grid.185648.6,University of Illinois at Chicago,"Department of Orthodontics, College of Dentistry, University of Illinois at Chicago, Chicago, IL, USA",Illinois,US-IL,pub.1031477748,ur.01020034006.21,Grace C.,Viana,2012,female,1.0,High income,4.0,University of Illinois at Chicago,Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Grace C. Viana
280,25038,2996,Chicago,4887398.0,United States,US,grid.185648.6,University of Illinois at Chicago,"Department of Orthodontics, College of Dentistry, University of Illinois at Chicago, Chicago, IL, USA",Illinois,US-IL,pub.1031477748,ur.01256064566.83,Maria T.,Galang,2012,female,1.0,High income,4.0,University of Illinois at Chicago,Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Maria T. Galang
281,25167,3125,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"University of Washington School of Pharmacy, Department of Pharmaceutics (J.D.L., N.I.), Seattle, WA, USA, ni2@uw.edu",Washington,US-WA,pub.1013808122,ur.0760533163.54,Justin D,Lutz,2012,male,0.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Justin D Lutz
282,25168,3126,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"University of Washington School of Pharmacy, Department of Pharmaceutics (J.D.L., N.I.), Seattle, WA, USA, ni2@uw.edu",Washington,US-WA,pub.1013808122,ur.0640122544.72,Nina,Isoherranen,2012,female,1.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Nina Isoherranen
283,25231,3189,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"The Hormel Institute, University of Minnesota, Austin, Minnesota, United States",Minnesota,US-MN,pub.1055402712,ur.010440111047.53,Yan,Li,2011,male,0.0,High income,4.0,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Yan Li
284,25232,3190,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"The Hormel Institute, University of Minnesota, Austin, Minnesota, United States",Minnesota,US-MN,pub.1055402712,ur.014235044164.21,Dong Joon,Kim,2011,male,0.0,High income,4.0,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Dong Joon Kim
285,25233,3191,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"The Hormel Institute, University of Minnesota, Austin, Minnesota, United States",Minnesota,US-MN,pub.1055402712,ur.011040515067.00,Weiya,Ma,2011,female,1.0,High income,4.0,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Weiya Ma
286,25235,3193,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"The Hormel Institute, University of Minnesota, Austin, Minnesota, United States",Minnesota,US-MN,pub.1055402712,ur.01070122131.78,Ann M.,Bode,2011,female,1.0,High income,4.0,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Ann M. Bode
287,25236,3194,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"The Hormel Institute, University of Minnesota, Austin, Minnesota, United States",Minnesota,US-MN,pub.1055402712,ur.012560171747.68,Zigang,Dong,2011,male,0.0,High income,4.0,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Zigang Dong
288,2726,3224,Loma Linda,5367696.0,United States,US,grid.411390.e,Loma Linda University Medical Center,"Faculty of School of Medicine, Loma Linda University Medical Center, Loma Linda, CA, USA, 92350",California,US-CA,pub.1130399762,ur.01243551340.37,Davinder,Ramsingh,2020,male,0.0,High income,4.0,Not Minority,Loma Linda University,Not Minority,Private 4yr,Not Minority,AANAPISI,Davinder Ramsingh
292,8411,902,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.016677460626.48,Yuan-I,Chen,2022,,,High income,4.0,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Yuan-I Chen
293,8412,903,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.011321105235.14,Yin-Jui,Chang,2022,,,High income,4.0,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Yin-Jui Chang
294,8414,905,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.012273122323.02,Trung Duc,Nguyen,2022,male,0.0,High income,4.0,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Trung Duc Nguyen
295,8415,906,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.010733764453.25,Jianchen,Yang,2022,,,High income,4.0,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Jianchen Yang
296,8416,907,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.013070502723.32,Yu-An,Kuo,2022,,,High income,4.0,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Yu-An Kuo
297,8417,908,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.0741176300.64,Soonwoo,Hong,2022,male,0.0,High income,4.0,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Soonwoo Hong
298,8420,911,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.01164003200.20,H. Grady,Rylander,2022,,,High income,4.0,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,H. Grady Rylander
299,8421,912,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.011550051507.26,Samantha R.,Santacruz,2022,female,1.0,High income,4.0,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Samantha R. Santacruz
302,8424,915,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.01312204707.54,Thomas E.,Yankeelov,2022,male,0.0,High income,4.0,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Thomas E. Yankeelov
307,8430,921,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Biomedical Engineering, The University of Texas at Austin, 78712, Austin, TX, USA",Texas,US-TX,pub.1144582221,ur.0575661003.87,Hsin-Chih,Yeh,2022,,,High income,4.0,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Hsin-Chih Yeh
309,9145,1667,Storrs,4843786.0,United States,US,grid.63054.34,University of Connecticut,"Biomedical Engineering Department, University of Connecticut, Storrs, CT, 06269, USA",Connecticut,US-CT,pub.1127669878,ur.014273507337.24,Syed Khairul,Bashar,2020,male,0.0,High income,4.0,University of Connecticut - Hartford Campus,University of Connecticut-Hartford Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Syed Khairul Bashar
310,9146,1668,Storrs,4843786.0,United States,US,grid.63054.34,University of Connecticut,"Biomedical Engineering Department, University of Connecticut, Storrs, CT, 06269, USA",Connecticut,US-CT,pub.1127669878,ur.016314612652.91,Billal,Hossain,2020,male,0.0,High income,4.0,University of Connecticut - Hartford Campus,University of Connecticut-Hartford Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Billal Hossain
311,9150,1672,Storrs,4843786.0,United States,US,grid.63054.34,University of Connecticut,"Biomedical Engineering Department, University of Connecticut, Storrs, CT, 06269, USA",Connecticut,US-CT,pub.1127669878,ur.011632561277.93,Ki H.,Chon,2020,male,0.0,High income,4.0,University of Connecticut - Hartford Campus,University of Connecticut-Hartford Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Ki H. Chon
322,11807,815,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Departments of Electrical & Computer Engineering, and Neurology, Dell Medical School, The University of Texas at Austin, Austin, TX",Texas,US-TX,pub.1130400328,ur.01137167041.23,Alan H.,Gee,2020,male,0.0,High income,4.0,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Alan H. Gee
323,11809,817,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Neurology, Dell Medical School, and the Oden Institute for Computational Engineering and Sciences, The University of Texas at Austin, Austin, TX",Texas,US-TX,pub.1130400328,ur.0711501757.39,David,Paydarfar,2020,male,0.0,High income,4.0,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,David Paydarfar
325,13580,2592,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Electrical and Computer Engineering, The University of Texas at Austin, 1 University Station C0803, Austin, TX 78712, USA",Texas,US-TX,pub.1026195335,ur.01300057540.42,Natalia M.,Arzeno,2015,female,1.0,High income,4.0,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Natalia M. Arzeno
326,13583,2595,Austin,4671654.0,United States,US,grid.89336.37,The University of Texas at Austin,"Department of Electrical and Computer Engineering, The University of Texas at Austin, 1 University Station C0803, Austin, TX 78712, USA",Texas,US-TX,pub.1026195335,ur.013675136233.64,Haris,Vikalo,2015,male,0.0,High income,4.0,Not Minority,The University of Texas at Austin,Not Minority,Public 4yr,Not Minority,AANAPISI,Haris Vikalo
327,14496,3508,Storrs,4843786.0,United States,US,grid.63054.34,University of Connecticut,"Department of Anesthesiology, University of Connecticut School of Medicine, 80 Seymour Street, Hartford, CT 06102, USA. jeffkeck09@gmail.com",Connecticut,US-CT,pub.1067733589,ur.0632214746.09,Jeffrey P,Keck,2011,male,0.0,High income,4.0,University of Connecticut - Hartford Campus,University of Connecticut-Hartford Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Jeffrey P Keck
329,19791,968,College Station,4682464.0,United States,US,grid.264756.4,Texas A&M University,"Department of Entomology, Texas A&M University, College Station, TX, 77843, USA",Texas,US-TX,pub.1121041184,ur.01272131337.51,Keyan,Zhu‐Salzman,2019,male,0.0,High income,4.0,Texas A&M University - Corpus Christi,Texas A&M University-Central Texas,Pub 4yr,Public 4yr,HSI,HSI,Keyan Zhu‐Salzman
334,20955,2132,Loma Linda,5367696.0,United States,US,grid.411390.e,Loma Linda University Medical Center,"Loma Linda University Medical Center, Loma Linda, CA",California,US-CA,pub.1039125261,ur.0734123434.20,Inhwan J.,Yeo,2015,male,0.0,High income,4.0,Not Minority,Loma Linda University,Not Minority,Private 4yr,Not Minority,AANAPISI,Inhwan J. Yeo
335,20956,2133,Loma Linda,5367696.0,United States,US,grid.411390.e,Loma Linda University Medical Center,"Loma Linda University Medical Center, Loma Linda, CA",California,US-CA,pub.1039125261,ur.01337400475.71,Anthony,Teran,2015,male,0.0,High income,4.0,Not Minority,Loma Linda University,Not Minority,Private 4yr,Not Minority,AANAPISI,Anthony Teran
336,20957,2134,Loma Linda,5367696.0,United States,US,grid.411390.e,Loma Linda University Medical Center,"Loma Linda University Medical Center, Loma Linda, CA",California,US-CA,pub.1039125261,ur.0755272643.53,Abiel,Ghebremedhin,2015,male,0.0,High income,4.0,Not Minority,Loma Linda University,Not Minority,Private 4yr,Not Minority,AANAPISI,Abiel Ghebremedhin
337,20958,2135,Loma Linda,5367696.0,United States,US,grid.411390.e,Loma Linda University Medical Center,"Loma Linda University Medical Center, Loma Linda, CA",California,US-CA,pub.1039125261,,Matt,Johnson,2015,male,0.0,High income,4.0,Not Minority,Loma Linda University,Not Minority,Private 4yr,Not Minority,AANAPISI,Matt Johnson
338,20959,2136,Loma Linda,5367696.0,United States,US,grid.411390.e,Loma Linda University Medical Center,"Loma Linda University Medical Center, Loma Linda, CA",California,US-CA,pub.1039125261,ur.01271046673.01,Baldev,Patyal,2015,male,0.0,High income,4.0,Not Minority,Loma Linda University,Not Minority,Private 4yr,Not Minority,AANAPISI,Baldev Patyal
340,21204,2381,College Station,4682464.0,United States,US,grid.264756.4,Texas A&M University,"Department of Electrical Engineering, Texas A&M University, College Station, TX, USA",Texas,US-TX,pub.1061523025,ur.01131065010.51,Jiayi,Jin,2014,female,1.0,High income,4.0,Texas A&M University - Corpus Christi,Texas A&M University-Central Texas,Pub 4yr,Public 4yr,HSI,HSI,Jiayi Jin
341,21205,2382,College Station,4682464.0,United States,US,grid.264756.4,Texas A&M University,"Department of Electrical Engineering, Texas A&M University, College Station, TX, USA",Texas,US-TX,pub.1061523025,ur.015247452407.27,Edgar,Sánchez-Sinencio,2014,male,0.0,High income,4.0,Texas A&M University - Corpus Christi,Texas A&M University-Central Texas,Pub 4yr,Public 4yr,HSI,HSI,Edgar Sánchez-Sinencio
345,22023,3200,College Station,4682464.0,United States,US,grid.264756.4,Texas A&M University,"Department of Atmospheric Sciences, Texas A&M University, College Station, TX, USA",Texas,US-TX,pub.1004858131,ur.015647013340.12,Naruki,Hiranuma,2010,male,0.0,High income,4.0,Texas A&M University - Corpus Christi,Texas A&M University-Central Texas,Pub 4yr,Public 4yr,HSI,HSI,Naruki Hiranuma
