PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"21257221","Automatic nevirapine concentration interpretation system using support vector regression","Auephanwiriyakul S, Sumonphan E, Theera-Umpon N, Tayapiwatana C.","Comput Methods Programs Biomed. 2011 Mar;101(3):271-81. doi: 10.1016/j.cmpb.2010.12.014. Epub 2011 Jan 22.","Auephanwiriyakul S","Comput Methods Programs Biomed","2011","2011/01/25","","","10.1016/j.cmpb.2010.12.014"
"24147549","FloTrac/Vigileo system monitoring in acute-care surgery: current and future trends","Tsai YF, Liu FC, Yu HP.","Expert Rev Med Devices. 2013 Nov;10(6):717-28. doi: 10.1586/17434440.2013.844464. Epub 2013 Oct 22.","Tsai YF","Expert Rev Med Devices","2013","2013/10/24","","","10.1586/17434440.2013.844464"
"22254431","Artifact removal for intracranial pressure monitoring signals: a robust solution with signal decomposition","Feng M, Loy LY, Zhang F, Guan C.","Annu Int Conf IEEE Eng Med Biol Soc. 2011;2011:797-801. doi: 10.1109/IEMBS.2011.6090182.","Feng M","Annu Int Conf IEEE Eng Med Biol Soc","2011","2012/01/19","","","10.1109/IEMBS.2011.6090182"
"25330873","[Chest pain units or chest pain algorithm?]","Christ M, Dormann H, Enk R, Popp S, Singler K, Müller C, Mang H.","Med Klin Intensivmed Notfmed. 2014 Oct;109(7):495-503. doi: 10.1007/s00063-013-0342-z. Epub 2014 Oct 15.","Christ M","Med Klin Intensivmed Notfmed","2014","2014/10/22","","","10.1007/s00063-013-0342-z"
"32504755","Identification of novel class I and class IIb histone deacetylase inhibitor for Alzheimer's disease therapeutics","Gupta R, Ambasta RK, Kumar P.","Life Sci. 2020 Sep 1;256:117912. doi: 10.1016/j.lfs.2020.117912. Epub 2020 Jun 3.","Gupta R","Life Sci","2020","2020/06/07","","","10.1016/j.lfs.2020.117912"
"32908264","Illuminating the dark spaces of healthcare with ambient intelligence","Haque A, Milstein A, Fei-Fei L.","Nature. 2020 Sep;585(7824):193-202. doi: 10.1038/s41586-020-2669-y. Epub 2020 Sep 9.","Haque A","Nature","2020","2020/09/10","","","10.1038/s41586-020-2669-y"
"21917100","Cost-analysis comparison of robot-assisted laparoscopic radical cystectomy (RC) vs open RC","Lee R, Chughtai B, Herman M, Shariat SF, Scherr DS.","BJU Int. 2011 Sep;108(6 Pt 2):976-83. doi: 10.1111/j.1464-410X.2011.10468.x.","Lee R","BJU Int","2011","2011/09/16","","","10.1111/j.1464-410X.2011.10468.x"
"34852002","Unsupervised feature learning for electrocardiogram data using the convolutional variational autoencoder","Jang JH, Kim TY, Lim HS, Yoon D.","PLoS One. 2021 Dec 1;16(12):e0260612. doi: 10.1371/journal.pone.0260612. eCollection 2021.","Jang JH","PLoS One","2021","2021/12/01","PMC8635334","","10.1371/journal.pone.0260612"
"30018273","In Silico HCT116 Human Colon Cancer Cell-Based Models En Route to the Discovery of Lead-Like Anticancer Drugs","Cruz S, Gomes SE, Borralho PM, Rodrigues CMP, Gaudêncio SP, Pereira F.","Biomolecules. 2018 Jul 17;8(3):56. doi: 10.3390/biom8030056.","Cruz S","Biomolecules","2018","2018/07/19","PMC6164384","","10.3390/biom8030056"
"32485539","First experience with a ROTEM-enhanced transfusion algorithm in patients undergoing aortic arch replacement with frozen elephant trunk technique. A theranostic approach to patient blood management","Monaco F, Nardelli P, Denaro G, De Luca M, Franco A, Bertoglio L, Castiglioni A, Zangrillo A.","J Clin Anesth. 2020 Nov;66:109910. doi: 10.1016/j.jclinane.2020.109910. Epub 2020 May 30.","Monaco F","J Clin Anesth","2020","2020/06/03","","","10.1016/j.jclinane.2020.109910"
"21396642","Outcome of the management of massive postpartum hemorrhage using the algorithm ""HEMOSTASIS""","Varatharajan L, Chandraharan E, Sutton J, Lowe V, Arulkumaran S.","Int J Gynaecol Obstet. 2011 May;113(2):152-4. doi: 10.1016/j.ijgo.2010.11.021. Epub 2011 Mar 10.","Varatharajan L","Int J Gynaecol Obstet","2011","2011/03/15","","","10.1016/j.ijgo.2010.11.021"
"28209197","Accuracy and generalizability of using automated methods for identifying adverse events from electronic health record data: a validation study protocol","Rochefort CM, Buckeridge DL, Tanguay A, Biron A, D'Aragon F, Wang S, Gallix B, Valiquette L, Audet LA, Lee TC, Jayaraman D, Petrucci B, Lefebvre P.","BMC Health Serv Res. 2017 Feb 16;17(1):147. doi: 10.1186/s12913-017-2069-7.","Rochefort CM","BMC Health Serv Res","2017","2017/02/18","PMC5314632","","10.1186/s12913-017-2069-7"
"33295837","Antiplasmodial activity of sulfonylhydrazones: in vitro and in silico approaches","Moura Gatti F, Gomes RA, da Fonseca AL, Cardoso Lima EJ, Vital-Fujii DG, Taranto AG, Pilla Varotti F, Goulart Trossini GH.","Future Med Chem. 2021 Feb;13(3):233-250. doi: 10.4155/fmc-2020-0229. Epub 2020 Dec 9.","Moura Gatti F","Future Med Chem","2021","2020/12/09","","","10.4155/fmc-2020-0229"
"24245629","Optimal isolation strategies of emerging infectious diseases with limited resources","Zhou Y, Wu J, Wu M.","Math Biosci Eng. 2013 Oct-Dec;10(5-6):1691-701. doi: 10.3934/mbe.2013.10.1691.","Zhou Y","Math Biosci Eng","2013","2013/11/20","","","10.3934/mbe.2013.10.1691"
"25055071","Rational use of blood calcium determinations","Ferreira-Junior M, Lichtenstein A, Sales MM, Taniguchi LU, Aguiar FJ, Fonseca LA, Sumita NM, Duarte AJ.","Sao Paulo Med J. 2014;132(4):243-8. doi: 10.1590/1516-3180.2014.1324731.","Ferreira-Junior M","Sao Paulo Med J","2014","2014/07/24","","","10.1590/1516-3180.2014.1324731"
"28866273","Exploring gene expression changes in the amphioxus gill after poly(I:C) challenge using digital expression profiling","Zhang QL, Qiu HY, Liang MZ, Luo B, Wang XQ, Chen JY.","Fish Shellfish Immunol. 2017 Nov;70:57-65. doi: 10.1016/j.fsi.2017.08.045. Epub 2017 Sep 1.","Zhang QL","Fish Shellfish Immunol","2017","2017/09/04","","","10.1016/j.fsi.2017.08.045"
"34313743","Assessment of Magnetic Resonance Imaging Changes and Functional Outcomes Among Adults With Severe Herpes Simplex Encephalitis","Sarton B, Jaquet P, Belkacemi D, de Montmollin E, Bonneville F, Sazio C, Frérou A, Conrad M, Daubin D, Chabanne R, Argaud L, Dailler F, Brulé N, Lerolle N, Maestraggi Q, Marechal J, Bailly P, Razazi K, Mateos F, Guidet B, Levrat A, Susset V, Lautrette A, Mira JP, El Kalioubie A, Robert A, Massri A, Albucher JF, Olivot JM, Conil JM, Boudma L, Timsit JF, Sonneville R, Silva S; ENCEPHALITICA Consortium.","JAMA Netw Open. 2021 Jul 1;4(7):e2114328. doi: 10.1001/jamanetworkopen.2021.14328.","Sarton B","JAMA Netw Open","2021","2021/07/27","PMC8317014","","10.1001/jamanetworkopen.2021.14328"
"21501370","The economics of robotic cystectomy: cost comparison of open versus robotic cystectomy","Lee R, Ng CK, Shariat SF, Borkina A, Guimento R, Brumit KF, Scherr DS.","BJU Int. 2011 Dec;108(11):1886-92. doi: 10.1111/j.1464-410X.2011.10114.x. Epub 2011 Apr 18.","Lee R","BJU Int","2011","2011/04/20","","","10.1111/j.1464-410X.2011.10114.x"
"23087131","Potential pitfalls of propofol target controlled infusion delivery related to its pharmacokinetics and pharmacodynamics","Bienert A, Wiczling P, Grześkowiak E, Cywiński JB, Kusza K.","Pharmacol Rep. 2012;64(4):782-95. doi: 10.1016/s1734-1140(12)70874-5.","Bienert A","Pharmacol Rep","2012","2012/10/23","","","10.1016/s1734-1140(12)70874-5"
"25077603","Measured versus calculated resting energy expenditure in critically ill adult patients. Do mathematics match the gold standard?","De Waele E, Opsomer T, Honoré PM, Diltoer M, Mattens S, Huyghens L, Spapen H.","Minerva Anestesiol. 2015 Mar;81(3):272-82. Epub 2014 Jul 31.","De Waele E","Minerva Anestesiol","2015","2014/08/01","","",""
"22074724","Piloting a novel algorithm for glucose control in the coronary care unit: the RECREATE (REsearching Coronary REduction by Appropriately Targeting Euglycemia) trial","Nerenberg KA, Goyal A, Xavier D, Sigamani A, Ng J, Mehta SR, Díaz R, Kosiborod M, Yusuf S, Gerstein HC; RECREATE Investigators.","Diabetes Care. 2012 Jan;35(1):19-24. doi: 10.2337/dc11-0706. Epub 2011 Nov 10.","Nerenberg KA","Diabetes Care","2012","2011/11/15","PMC3241335","","10.2337/dc11-0706"
"29260701","[Treatment of gamma-hydroxybutyrate withdrawal]","Strand NAW, Petersen TS, Nielsen LM, Boegevig S.","Ugeskr Laeger. 2017 Dec 11;179(50):V03170240.","Strand NAW","Ugeskr Laeger","2017","2017/12/21","","",""
"34573375","Differential Expression of Long Non-Coding RNA (lncRNA) in Mediterranean Mussel (Mytilus galloprovincialis) Hemocytes under Immune Stimuli","Pereiro P, Moreira R, Novoa B, Figueras A.","Genes (Basel). 2021 Sep 9;12(9):1393. doi: 10.3390/genes12091393.","Pereiro P","Genes (Basel)","2021","2021/09/28","PMC8468332","","10.3390/genes12091393"
"20171016","Burns related to sunbed use","Hemington-Gorse SJ, Slattery MA, Drew PJ.","Burns. 2010 Sep;36(6):920-3. doi: 10.1016/j.burns.2009.12.007. Epub 2010 Feb 18.","Hemington-Gorse SJ","Burns","2010","2010/02/23","","","10.1016/j.burns.2009.12.007"
"28177777","High concentration calcitriol induces endoplasmic reticulum stress related gene profile in breast cancer cells","Ozkaya AB, Ak H, Aydin HH.","Biochem Cell Biol. 2017 Apr;95(2):289-294. doi: 10.1139/bcb-2016-0037. Epub 2016 Jun 29.","Ozkaya AB","Biochem Cell Biol","2017","2017/02/09","","","10.1139/bcb-2016-0037"
"25295709","Procalcitonin algorithm in critically ill adults with undifferentiated infection or suspected sepsis. A randomized controlled trial","Shehabi Y, Sterba M, Garrett PM, Rachakonda KS, Stephens D, Harrigan P, Walker A, Bailey MJ, Johnson B, Millis D, Ding G, Peake S, Wong H, Thomas J, Smith K, Forbes L, Hardie M, Micallef S, Fraser JF; ProGUARD Study Investigators; ANZICS Clinical Trials Group.","Am J Respir Crit Care Med. 2014 Nov 15;190(10):1102-10. doi: 10.1164/rccm.201408-1483OC.","Shehabi Y","Am J Respir Crit Care Med","2014","2014/10/09","","","10.1164/rccm.201408-1483OC"
"31361820","Time to clinical response in sepsis associated with an algorithm for blood-culture pathogen identification using matrix-assisted laser desorption ionization time-of-flight mass spectroscopy","Carreno JJ, Eaton R, Itro L, Babowicz F, Falvo J, Tobin E, Mitchell C, George M.","Am J Health Syst Pharm. 2019 Mar 19;76(7):460-469. doi: 10.1093/ajhp/zxy087.","Carreno JJ","Am J Health Syst Pharm","2019","2019/07/31","","","10.1093/ajhp/zxy087"
"20947238","Efficacy and safety of the EZ-IO™ intraosseous device: Out-of-hospital implementation of a management algorithm for difficult vascular access","Gazin N, Auger H, Jabre P, Jaulin C, Lecarpentier E, Bertrand C, Margenet A, Combes X.","Resuscitation. 2011 Jan;82(1):126-9. doi: 10.1016/j.resuscitation.2010.09.008. Epub 2010 Oct 14.","Gazin N","Resuscitation","2011","2010/10/16","","","10.1016/j.resuscitation.2010.09.008"
"22011535","Electronic surveillance for healthcare-associated central line-associated bloodstream infections outside the intensive care unit","Woeltje KF, McMullen KM, Butler AM, Goris AJ, Doherty JA.","Infect Control Hosp Epidemiol. 2011 Nov;32(11):1086-90. doi: 10.1086/662181. Epub 2011 Sep 29.","Woeltje KF","Infect Control Hosp Epidemiol","2011","2011/10/21","","","10.1086/662181"
"26023036","Oncologic Long-Term Results of Robot-Assisted Minimally Invasive Thoraco-Laparoscopic Esophagectomy with Two-Field Lymphadenectomy for Esophageal Cancer","van der Sluis PC, Ruurda JP, Verhage RJ, van der Horst S, Haverkamp L, Siersema PD, Borel Rinkes IH, Ten Kate FJ, van Hillegersberg R.","Ann Surg Oncol. 2015 Dec;22 Suppl 3:S1350-6. doi: 10.1245/s10434-015-4544-x. Epub 2015 May 29.","van der Sluis PC","Ann Surg Oncol","2015","2015/05/30","PMC4686562","","10.1245/s10434-015-4544-x"
"29518120","Why West? Comparisons of clinical, genetic and molecular features of infants with and without spasms","Berg AT, Chakravorty S, Koh S, Grinspan ZM, Shellhaas RA, Saneto RP, Wirrell EC, Coryell J, Chu CJ, Mytinger JR, Gaillard WD, Valencia I, Knupp KG, Loddenkemper T, Sullivan JE, Poduri A, Millichap JJ, Keator C, Wusthoff C, Ryan N, Dobyns WB, Hegde M.","PLoS One. 2018 Mar 8;13(3):e0193599. doi: 10.1371/journal.pone.0193599. eCollection 2018.","Berg AT","PLoS One","2018","2018/03/09","PMC5843222","","10.1371/journal.pone.0193599"
"33149760","Gene Expression Profiling of Type 2 Diabetes Mellitus by Bioinformatics Analysis","Zhu H, Zhu X, Liu Y, Jiang F, Chen M, Cheng L, Cheng X.","Comput Math Methods Med. 2020 Oct 21;2020:9602016. doi: 10.1155/2020/9602016. eCollection 2020.","Zhu H","Comput Math Methods Med","2020","2020/11/05","PMC7603564","","10.1155/2020/9602016"
"26554751","Patterns of recurrence and survival after abdominal versus laparoscopic/robotic radical hysterectomy in patients with early cervical cancer","Kong TW, Chang SJ, Piao X, Paek J, Lee Y, Lee EJ, Chun M, Ryu HS.","J Obstet Gynaecol Res. 2016 Jan;42(1):77-86. doi: 10.1111/jog.12840. Epub 2015 Nov 10.","Kong TW","J Obstet Gynaecol Res","2016","2015/11/12","","","10.1111/jog.12840"
"36094975","Adaptation of Range-Doppler Algorithm for Efficient Beamforming of Monostatic and Multistatic Ultrasound Signals","Jakovljevic M, Michaelides R, Biondi E, Hyun D, Zebker HA, Dahl JJ.","IEEE Trans Ultrason Ferroelectr Freq Control. 2022 Nov;69(11):3165-3178. doi: 10.1109/TUFFC.2022.3205923. Epub 2022 Nov 2.","Jakovljevic M","IEEE Trans Ultrason Ferroelectr Freq Control","2022","2022/09/12","PMC9815947","NIHMS1847162","10.1109/TUFFC.2022.3205923"
"33636437","Flavonoids from Pterogyne nitens as Zika virus NS2B-NS3 protease inhibitors","Lima CS, Mottin M, de Assis LR, Mesquita NCMR, Sousa BKP, Coimbra LD, Santos KB, Zorn KM, Guido RVC, Ekins S, Marques RE, Proença-Modena JL, Oliva G, Andrade CH, Regasini LO.","Bioorg Chem. 2021 Apr;109:104719. doi: 10.1016/j.bioorg.2021.104719. Epub 2021 Feb 11.","Lima CS","Bioorg Chem","2021","2021/02/26","PMC8227833","NIHMS1716842","10.1016/j.bioorg.2021.104719"
"22261614","[Role of echocardiography in the hemodynamic monitorization of critical patients]","Ayuela Azcarate JM, Clau Terré F, Ochagavia A, Vicho Pereira R.","Med Intensiva. 2012 Apr;36(3):220-32. doi: 10.1016/j.medin.2011.11.025. Epub 2012 Jan 18.","Ayuela Azcarate JM","Med Intensiva","2012","2012/01/21","","","10.1016/j.medin.2011.11.025"
"25214310","Evaluation of a novel algorithm for primary mass casualty triage by paramedics in a physician manned EMS system: a dummy based trial","Wolf P, Bigalke M, Graf BM, Birkholz T, Dittmar MS.","Scand J Trauma Resusc Emerg Med. 2014 Aug 28;22:50. doi: 10.1186/s13049-014-0050-6.","Wolf P","Scand J Trauma Resusc Emerg Med","2014","2014/09/13","PMC4237929","","10.1186/s13049-014-0050-6"
"31929527","High-throughput discovery of genetic determinants of circadian misalignment","Zhang T, Xie P, Dong Y, Liu Z, Zhou F, Pan D, Huang Z, Zhai Q, Gu Y, Wu Q, Tanaka N, Obata Y, Bradley A, Lelliott CJ; Sanger Institute Mouse Genetics Project; Nutter LMJ, McKerlie C, Flenniken AM, Champy MF, Sorg T, Herault Y, Angelis MH, Durner VG, Mallon AM, Brown SDM, Meehan T, Parkinson HE, Smedley D, Lloyd KCK, Yan J, Gao X, Seong JK, Wang CL, Sedlacek R, Liu Y, Rozman J, Yang L, Xu Y.","PLoS Genet. 2020 Jan 13;16(1):e1008577. doi: 10.1371/journal.pgen.1008577. eCollection 2020 Jan.","Zhang T","PLoS Genet","2020","2020/01/14","PMC6980734","","10.1371/journal.pgen.1008577"
"30633943","Gene expression profiling of porcine skeletal muscle satellite cells after poly(I:C) stimulation","Tran-Thi TN, Wang S, Adetula AA, Zou C, Omar AI, Han JL, Zhang DX, Zhao SH.","Gene. 2019 May 5;695:113-121. doi: 10.1016/j.gene.2018.12.059. Epub 2019 Jan 8.","Tran-Thi TN","Gene","2019","2019/01/12","","","10.1016/j.gene.2018.12.059"
"33374958","MHCII3D-Robust Structure Based Prediction of MHC II Binding Peptides","Laimer J, Lackner P.","Int J Mol Sci. 2020 Dec 22;22(1):12. doi: 10.3390/ijms22010012.","Laimer J","Int J Mol Sci","2020","2020/12/30","PMC7792572","","10.3390/ijms22010012"
"33096026","Large-Scale Multi-omic Analysis of COVID-19 Severity","Overmyer KA, Shishkova E, Miller IJ, Balnis J, Bernstein MN, Peters-Clarke TM, Meyer JG, Quan Q, Muehlbauer LK, Trujillo EA, He Y, Chopra A, Chieng HC, Tiwari A, Judson MA, Paulson B, Brademan DR, Zhu Y, Serrano LR, Linke V, Drake LA, Adam AP, Schwartz BS, Singer HA, Swanson S, Mosher DF, Stewart R, Coon JJ, Jaitovich A.","Cell Syst. 2021 Jan 20;12(1):23-40.e7. doi: 10.1016/j.cels.2020.10.003. Epub 2020 Oct 8.","Overmyer KA","Cell Syst","2021","2020/10/23","PMC7543711","","10.1016/j.cels.2020.10.003"
"31527093","Is faster better? A randomised crossover study comparing algorithms for closed-loop automatic oxygen control","Schwarz CE, Kidszun A, Bieder NS, Franz AR, König J, Mildenberger E, Poets CF, Seyfang A, Urschitz MS.","Arch Dis Child Fetal Neonatal Ed. 2020 Jul;105(4):369-374. doi: 10.1136/archdischild-2019-317029. Epub 2019 Sep 16.","Schwarz CE","Arch Dis Child Fetal Neonatal Ed","2020","2019/09/19","","","10.1136/archdischild-2019-317029"
"22244505","Estimating insulin sensitivity from glucose levels only: Use of a non-linear mixed effects approach and maximum a posteriori (MAP) estimation","Yates JW, Watson EM.","Comput Methods Programs Biomed. 2013 Feb;109(2):134-43. doi: 10.1016/j.cmpb.2011.12.014. Epub 2012 Jan 12.","Yates JW","Comput Methods Programs Biomed","2013","2012/01/17","","","10.1016/j.cmpb.2011.12.014"
"34641308","Virtual Screening for Biomimetic Anti-Cancer Peptides from Cordyceps militaris Putative Pepsinized Peptidome and Validation on Colon Cancer Cell Line","Chantawannakul J, Chatpattanasiri P, Wattayagorn V, Kongsema M, Noikaew T, Chumnanpuen P.","Molecules. 2021 Sep 23;26(19):5767. doi: 10.3390/molecules26195767.","Chantawannakul J","Molecules","2021","2021/10/13","PMC8510206","","10.3390/molecules26195767"
"31286467","Availability and organization of difficult airway equipment in Swedish hospitals: A national survey of anaesthesiologists","Bjurström MF, Persson K, Sturesson LW.","Acta Anaesthesiol Scand. 2019 Nov;63(10):1313-1320. doi: 10.1111/aas.13448. Epub 2019 Jul 29.","Bjurström MF","Acta Anaesthesiol Scand","2019","2019/07/10","","","10.1111/aas.13448"
"23625132","Performance of a new pulse contour method for continuous cardiac output monitoring: validation in critically ill patients","Bendjelid K, Marx G, Kiefer N, Simon TP, Geisen M, Hoeft A, Siegenthaler N, Hofer CK.","Br J Anaesth. 2013 Oct;111(4):573-9. doi: 10.1093/bja/aet116. Epub 2013 Apr 26.","Bendjelid K","Br J Anaesth","2013","2013/04/30","","","10.1093/bja/aet116"
"21423727","Molecular analysis of microbial communities in endotracheal tube biofilms","Cairns S, Thomas JG, Hooper SJ, Wise MP, Frost PJ, Wilson MJ, Lewis MA, Williams DW.","PLoS One. 2011 Mar 14;6(3):e14759. doi: 10.1371/journal.pone.0014759.","Cairns S","PLoS One","2011","2011/03/23","PMC3056660","","10.1371/journal.pone.0014759"
"24820969","De novo characterization of the spleen transcriptome of the large yellow croaker (Pseudosciaena crocea) and analysis of the immune relevant genes and pathways involved in the antiviral response","Mu Y, Li M, Ding F, Ding Y, Ao J, Hu S, Chen X.","PLoS One. 2014 May 12;9(5):e97471. doi: 10.1371/journal.pone.0097471. eCollection 2014.","Mu Y","PLoS One","2014","2014/05/14","PMC4018400","","10.1371/journal.pone.0097471"
"31652712","Hypertension Diagnosis Index for Discrimination of High-Risk Hypertension ECG Signals Using Optimal Orthogonal Wavelet Filter Bank","Rajput JS, Sharma M, Acharya UR.","Int J Environ Res Public Health. 2019 Oct 23;16(21):4068. doi: 10.3390/ijerph16214068.","Rajput JS","Int J Environ Res Public Health","2019","2019/10/27","PMC6861956","","10.3390/ijerph16214068"
"22255043","The development of feedback monitoring device for CPR","Song YT, Chee Y.","Annu Int Conf IEEE Eng Med Biol Soc. 2011;2011:3294-7. doi: 10.1109/IEMBS.2011.6090894.","Song YT","Annu Int Conf IEEE Eng Med Biol Soc","2011","2012/01/19","","","10.1109/IEMBS.2011.6090894"
"25125235","[Physiotherapy in intensive care medicine]","Nessizius S.","Med Klin Intensivmed Notfmed. 2014 Oct;109(7):547-54. doi: 10.1007/s00063-014-0399-3. Epub 2014 Aug 16.","Nessizius S","Med Klin Intensivmed Notfmed","2014","2014/08/16","","","10.1007/s00063-014-0399-3"
"33780484","An area efficient and high throughput implementation of layered min-sum iterative construction a posteriori probability LDPC decoder","Raza H, Zaidi SAA, Rashid A, Haider S.","PLoS One. 2021 Mar 29;16(3):e0249269. doi: 10.1371/journal.pone.0249269. eCollection 2021.","Raza H","PLoS One","2021","2021/03/29","PMC8007033","","10.1371/journal.pone.0249269"
"22542417","[Management of acute asthma]","Saulnier F, Préau S, Onimus T, Voisin B, Durocher A.","Rev Mal Respir. 2012 Apr;29(4):612-25. doi: 10.1016/j.rmr.2011.08.008. Epub 2012 Apr 7.","Saulnier F","Rev Mal Respir","2012","2012/05/01","","","10.1016/j.rmr.2011.08.008"
"31529514","The H3K4 demethylase Jar1 orchestrates ROS production and expression of pathogenesis-related genes to facilitate Botrytis cinerea virulence","Hou J, Feng HQ, Chang HW, Liu Y, Li GH, Yang S, Sun CH, Zhang MZ, Yuan Y, Sun J, Zhu-Salzman K, Zhang H, Qin QM.","New Phytol. 2020 Jan;225(2):930-947. doi: 10.1111/nph.16200. Epub 2019 Oct 16.","Hou J","New Phytol","2020","2019/09/19","","","10.1111/nph.16200"
"24908857","Management of parenteral nutrition associated hyperglycaemia: a comparison of subcutaneous and intravenous insulin regimen","Neff K, Donegan D, MacMahon J, O'Hanlon C, Keane N, Agha A, Thompson C, Smith D.","Ir Med J. 2014 May;107(5):141-3.","Neff K","Ir Med J","2014","2014/06/10","","",""
"21696808","Do silver alloy-coated catheters increase risk of urethral strictures after robotic-assisted laparoscopic radical prostatectomy?","Liu XS, Zola JC, McGinnis DE, Squadrito JF, Zeltser IS.","Urology. 2011 Aug;78(2):365-7. doi: 10.1016/j.urology.2011.04.032. Epub 2011 Jun 22.","Liu XS","Urology","2011","2011/06/24","","","10.1016/j.urology.2011.04.032"
"20153886","Survival outcomes for women undergoing type III robotic radical hysterectomy for cervical cancer: a 3-year experience","Cantrell LA, Mendivil A, Gehrig PA, Boggess JF.","Gynecol Oncol. 2010 May;117(2):260-5. doi: 10.1016/j.ygyno.2010.01.012. Epub 2010 Feb 13.","Cantrell LA","Gynecol Oncol","2010","2010/02/16","","","10.1016/j.ygyno.2010.01.012"
"33588608","Impact of Initial eGlycemic Management System Dosing Strategy on Time to Target Blood Glucose Range","Emamdjomeh AS, Warren JN, Harper CL, Olin JL.","J Diabetes Sci Technol. 2021 Mar;15(2):242-250. doi: 10.1177/1932296821992352. Epub 2021 Feb 15.","Emamdjomeh AS","J Diabetes Sci Technol","2021","2021/02/16","PMC8256082","","10.1177/1932296821992352"
"31372781","MRI-based radiomics nomogram may predict the response to induction chemotherapy and survival in locally advanced nasopharyngeal carcinoma","Zhao L, Gong J, Xi Y, Xu M, Li C, Kang X, Yin Y, Qin W, Yin H, Shi M.","Eur Radiol. 2020 Jan;30(1):537-546. doi: 10.1007/s00330-019-06211-x. Epub 2019 Aug 1.","Zhao L","Eur Radiol","2020","2019/08/03","","","10.1007/s00330-019-06211-x"
"25921876","Using GO-WAR for mining cross-ontology weighted association rules","Agapito G, Cannataro M, Guzzi PH, Milano M.","Comput Methods Programs Biomed. 2015 Jul;120(2):113-22. doi: 10.1016/j.cmpb.2015.03.007. Epub 2015 Apr 17.","Agapito G","Comput Methods Programs Biomed","2015","2015/04/30","","","10.1016/j.cmpb.2015.03.007"
"29930148","Safe and effective glycaemic control in premature infants: observational clinical results from the computerised STAR-GRYPHON protocol","Knopp Nee Dickson JL, Lynn AM, Shaw GM, Chase JG.","Arch Dis Child Fetal Neonatal Ed. 2019 Mar;104(2):F205-F211. doi: 10.1136/archdischild-2017-314072. Epub 2018 Jun 21.","Knopp Nee Dickson JL","Arch Dis Child Fetal Neonatal Ed","2019","2018/06/23","","","10.1136/archdischild-2017-314072"
"33347412","16.8 nW Ultra-Low-Power Energy Harvester IC for Tiny Ingestible Sensors Sustained by Bio-Galvanic Energy Source","Chandrarathna SC, Lee JW.","IEEE Trans Biomed Circuits Syst. 2021 Feb;15(1):55-67. doi: 10.1109/TBCAS.2020.3046035. Epub 2021 Mar 30.","Chandrarathna SC","IEEE Trans Biomed Circuits Syst","2021","2020/12/21","","","10.1109/TBCAS.2020.3046035"
"25136650","Graph-based symbolic technique and its application in the frequency response bound analysis of analog integrated circuits","Tlelo-Cuautle E, Rodriguez-Chavez S, Palma-Rodriguez AA.","ScientificWorldJournal. 2014;2014:202371. doi: 10.1155/2014/202371. Epub 2014 Jul 17.","Tlelo-Cuautle E","ScientificWorldJournal","2014","2014/08/20","PMC4127259","","10.1155/2014/202371"
"30480753","Protocol-directed sedation versus non-protocol-directed sedation in mechanically ventilated intensive care adults and children","Aitken LM, Bucknall T, Kent B, Mitchell M, Burmeister E, Keogh SJ.","Cochrane Database Syst Rev. 2018 Nov 12;11(11):CD009771. doi: 10.1002/14651858.CD009771.pub3.","Aitken LM","Cochrane Database Syst Rev","2018","2018/11/28","PMC6516800","","10.1002/14651858.CD009771.pub3"
"24683802","[Intensive care units: objective: zero pain!]","Magnard J, Schmitt ND, Boyer VN, Menoud WP, Roulin MJ.","Krankenpfl Soins Infirm. 2014;107(3):72-5.","Magnard J","Krankenpfl Soins Infirm","2014","2014/04/02","","",""
"32404302","EAPCI Position Statement on Invasive Management of Acute Coronary Syndromes during the COVID-19 pandemic","Chieffo A, Stefanini GG, Price S, Barbato E, Tarantini G, Karam N, Moreno R, Buchanan GL, Gilard M, Halvorsen S, Huber K, James S, Neumann FJ, Möllmann H, Roffi M, Tavazzi G, Ferré JM, Windecker S, Dudek D, Baumbach A.","EuroIntervention. 2020 Jun 25;16(3):233-246. doi: 10.4244/EIJY20M05_01.","Chieffo A","EuroIntervention","2020","2020/05/15","","","10.4244/EIJY20M05_01"
"29770244","Predicting Length of Stay in Intensive Care Units after Cardiac Surgery: Comparison of Artificial Neural Networks and Adaptive Neuro-fuzzy System","Maharlou H, Niakan Kalhori SR, Shahbazi S, Ravangard R.","Healthc Inform Res. 2018 Apr;24(2):109-117. doi: 10.4258/hir.2018.24.2.109. Epub 2018 Apr 30.","Maharlou H","Healthc Inform Res","2018","2018/05/18","PMC5944185","","10.4258/hir.2018.24.2.109"
"25997274","[IC-kmedoids: a clustering algorithm for RNA secondary structure prediction]","Wang C, Liu X, Wang B, Liu W.","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi. 2015 Feb;32(1):99-103.","Wang C","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi","2015","2015/05/23","","",""
"24668299","Screening of neonatal UK dried blood spots using a duplex TREC screening assay","Adams SP, Rashid S, Premachandra T, Harvey K, Ifederu A, Wilson MC, Gaspar HB.","J Clin Immunol. 2014 Apr;34(3):323-30. doi: 10.1007/s10875-014-0007-6. Epub 2014 Feb 28.","Adams SP","J Clin Immunol","2014","2014/03/27","","","10.1007/s10875-014-0007-6"
